delivery_id,order_id,dispatch_date,promised_date,delivered_date,carrier,service_level,delivery_status,delay_days,on_time_in_full,fulfilment_hours,delivery_cost,delay_reason,promised_days,tracking_event_count,delivery_window,shipping_distance_km,signature_required,estimated_carbon_kg
HDEL002913,HORD002913,2018-06-22,2018-06-28,2018-06-27,DHL,Standard,Delivered,0.0,True,27.0,13.84,none,6.0,3.0,Anytime,10.0361,True,0.958
HDEL002914,HORD002914,2018-09-10,2018-09-17,2018-09-16,Direct Freight,Standard,Delivered,0.0,True,62.0,11.25,none,7.0,9.0,Afternoon,7.996,False,0.442
HDEL002915,HORD002915,2018-10-04,2018-10-11,2018-10-09,AusPost,Standard,Delivered,0.0,True,73.0,6.79,none,7.0,9.0,Anytime,0.7001,False,0.257
HDEL002916,HORD002916,2018-12-16,2018-12-23,2018-12-21,AusPost,Standard,Delivered,0.0,True,11.0,8.26,none,7.0,9.0,Anytime,4.1707,True,0.449
HDEL002917,HORD002917,2018-08-15,2018-08-22,2018-08-22,DHL,Standard,Delivered,0.0,True,35.0,9.86,none,7.0,4.0,Morning,2.4826,True,1.194
HDEL002918,HORD002918,2018-07-16,2018-07-19,2018-07-19,StarTrack,Standard,Delivered,0.0,True,50.0,10.95,none,3.0,6.0,Morning,7.7045,True,0.489
HDEL002919,HORD002919,2018-03-25,2018-03-29,2018-03-29,AusPost,Standard,Delivered,0.0,True,48.0,7.9,none,4.0,3.0,Morning,3.7434,True,0.33
HDEL002920,HORD002920,2018-04-27,2018-04-30,2018-04-30,Direct Freight,Standard,Delivered,0.0,True,23.0,11.0,none,3.0,5.0,Morning,6.9407,True,0.402
HDEL002921,HORD002921,2018-02-21,2018-02-24,2018-02-24,AusPost,Standard,Delivered,0.0,True,34.0,11.39,none,3.0,8.0,Morning,6.9407,False,0.431
HDEL002922,HORD002922,2018-07-25,2018-08-01,2018-07-30,Direct Freight,Standard,Delivered,0.0,True,56.0,12.94,none,7.0,6.0,Afternoon,6.9744,True,0.492
HDEL002923,HORD002923,2018-11-04,2018-11-11,2018-11-11,DHL,Standard,Delivered,0.0,True,22.0,6.62,none,7.0,6.0,Afternoon,2.7425,True,0.316
HDEL002924,HORD002924,2018-08-14,2018-08-20,2018-08-20,StarTrack,Standard,Delivered,0.0,True,69.0,10.05,none,6.0,3.0,Morning,2.3052,True,0.694
HDEL002925,HORD002925,2018-03-23,2018-03-26,2018-03-24,StarTrack,Express,Delivered,0.0,True,22.0,19.15,none,3.0,3.0,Morning,7.227,False,0.423
HDEL002926,HORD002926,2018-07-02,2018-07-06,2018-07-05,DHL,Standard,Delivered,0.0,True,4.0,10.8,none,4.0,8.0,Anytime,6.6869,True,0.474
HDEL002927,HORD002927,2018-01-09,2018-01-12,2018-01-12,DHL,Standard,Delivered,0.0,True,24.0,10.35,none,3.0,5.0,Afternoon,5.0683,False,0.458
HDEL002928,HORD002928,2018-12-28,2019-01-02,2018-12-31,AusPost,Standard,Delivered,0.0,True,55.0,9.77,none,5.0,9.0,Anytime,5.9106,False,0.387
HDEL002929,HORD002929,2018-01-20,2018-01-25,2018-01-27,DHL,Express,Delivered,2.0,False,28.0,16.41,carrier_capacity,5.0,7.0,Afternoon,6.6214,False,0.502
HDEL002930,HORD002930,2018-02-04,2018-02-09,2018-02-14,Direct Freight,Standard,Delivered,5.0,False,41.0,12.01,warehouse_congestion,5.0,9.0,Afternoon,7.6027,True,0.524
HDEL002931,HORD002931,2018-10-11,2018-10-16,2018-10-14,Direct Freight,Standard,Delivered,0.0,True,22.0,7.86,none,5.0,6.0,Anytime,5.5236,True,0.871
HDEL002932,HORD002932,2018-06-04,2018-06-11,2018-06-10,Direct Freight,Standard,Delivered,0.0,True,28.0,12.79,none,7.0,5.0,Afternoon,8.5341,True,0.683
HDEL002933,HORD002933,2018-12-19,2018-12-24,2018-12-23,StarTrack,Standard,Delivered,0.0,True,56.0,12.32,none,5.0,7.0,Morning,7.7913,False,0.399
HDEL002934,HORD002934,2018-01-12,2018-01-15,2018-01-13,Direct Freight,Standard,Delivered,0.0,True,47.0,10.95,none,3.0,9.0,Afternoon,8.5341,True,0.559
HDEL002935,HORD002935,2018-05-06,2018-05-09,2018-05-08,StarTrack,Standard,Delivered,0.0,True,21.0,7.89,none,3.0,8.0,Afternoon,5.0798,True,0.542
HDEL002936,HORD002936,2018-06-18,2018-06-23,2018-06-21,StarTrack,Standard,Delivered,0.0,True,8.0,11.74,none,5.0,8.0,Anytime,4.7826,True,1.027
HDEL002937,HORD002937,2018-06-16,2018-06-21,2018-06-20,Direct Freight,Standard,Delivered,0.0,True,48.0,7.59,none,5.0,7.0,Anytime,0.6581,False,0.247
HDEL002938,HORD002938,2018-06-02,2018-06-09,2018-06-07,Direct Freight,Standard,Delivered,0.0,True,67.0,6.04,none,7.0,6.0,Anytime,2.522,True,0.502
HDEL002939,HORD002939,2018-05-29,2018-06-02,2018-05-31,Direct Freight,Standard,Delivered,0.0,True,43.0,8.64,none,4.0,9.0,Afternoon,5.1945,False,0.387
HDEL002940,HORD002940,2018-11-25,2018-11-28,2018-11-28,DHL,Standard,Delivered,0.0,True,41.0,8.21,none,3.0,6.0,Morning,4.6342,True,1.303
HDEL002941,HORD002941,2018-12-13,2018-12-20,2018-12-21,StarTrack,Standard,Delivered,1.0,False,4.0,9.75,weather,7.0,9.0,Anytime,8.7895,False,0.416
HDEL002942,HORD002942,2018-06-26,2018-06-30,2018-06-28,StarTrack,Standard,Delivered,0.0,True,5.0,12.01,none,4.0,5.0,Anytime,7.996,True,0.512
HDEL002943,HORD002943,2018-02-21,2018-02-28,2018-03-02,Direct Freight,Standard,Delivered,2.0,False,2.0,6.51,warehouse_congestion,7.0,6.0,Afternoon,2.522,False,0.363
HDEL002944,HORD002944,2018-01-24,2018-01-27,2018-01-27,AusPost,Standard,Delivered,0.0,True,17.0,10.7,none,3.0,9.0,Morning,6.2579,False,0.361
HDEL002945,HORD002945,2018-03-03,2018-03-07,2018-03-07,DHL,Standard,Delivered,0.0,True,8.0,8.98,none,4.0,4.0,Anytime,5.0889,False,0.352
HDEL002946,HORD002946,2018-02-27,2018-03-05,2018-03-03,Direct Freight,Standard,Delivered,0.0,True,3.0,7.7,none,6.0,4.0,Afternoon,4.4785,True,1.298
HDEL002947,HORD002947,2018-05-03,2018-05-06,2018-05-05,AusPost,Express,Delivered,0.0,True,24.0,18.76,none,3.0,5.0,Morning,6.6818,True,0.533
HDEL002948,HORD002948,2018-12-14,2018-12-20,2018-12-20,DHL,Standard,Delivered,0.0,True,44.0,10.86,none,6.0,8.0,Anytime,7.0172,True,0.573
HDEL002949,HORD002949,2018-08-26,2018-09-02,2018-08-31,AusPost,Standard,Delivered,0.0,True,21.0,11.44,none,7.0,6.0,Afternoon,6.16,False,0.345
HDEL002950,HORD002950,2018-04-30,2018-05-05,2018-05-03,StarTrack,Standard,Delivered,0.0,True,27.0,10.13,none,5.0,4.0,Anytime,7.7913,True,0.492
HDEL002951,HORD002951,2018-04-30,2018-05-04,2018-05-04,StarTrack,Standard,Delivered,0.0,True,18.0,6.45,none,4.0,6.0,Morning,3.0513,True,0.3
HDEL002952,HORD002952,2018-02-28,2018-03-03,2018-03-03,StarTrack,Standard,Delivered,0.0,True,45.0,10.03,none,3.0,4.0,Anytime,4.4822,True,0.458
HDEL002953,HORD002953,2018-01-12,2018-01-19,2018-01-18,Direct Freight,Express,Delivered,0.0,True,72.0,16.0,none,7.0,9.0,Afternoon,1.5951,True,0.317
HDEL002954,HORD002954,2018-03-27,2018-04-02,2018-04-02,Direct Freight,Standard,Delivered,0.0,True,14.0,7.07,none,6.0,8.0,Anytime,3.9719,False,0.388
HDEL002955,HORD002955,2018-02-10,2018-02-13,2018-02-11,DHL,Express,Delivered,0.0,True,5.0,17.16,none,3.0,8.0,Morning,7.1467,True,1.012
HDEL002956,HORD002956,2018-08-08,2018-08-14,2018-08-16,DHL,Standard,Delivered,2.0,False,9.0,8.91,carrier_capacity,6.0,7.0,Afternoon,0.6309,True,1.251
HDEL002957,HORD002957,2018-02-17,2018-02-20,2018-02-18,DHL,Standard,Delivered,0.0,True,64.0,11.07,none,3.0,9.0,Morning,7.6261,False,0.469
HDEL002958,HORD002958,2018-02-27,2018-03-03,2018-03-02,Direct Freight,Standard,Delivered,0.0,True,52.0,10.22,none,4.0,9.0,Anytime,5.9106,False,0.423
HDEL002959,HORD002959,2018-01-03,2018-01-08,2018-01-08,DHL,Standard,Delivered,0.0,True,18.0,7.75,none,5.0,8.0,Afternoon,3.7986,True,0.509
HDEL002960,HORD002960,2018-06-14,2018-06-20,2018-06-19,Direct Freight,Standard,Delivered,0.0,True,22.0,13.33,none,6.0,9.0,Morning,7.4249,False,0.414
HDEL002961,HORD002961,2018-01-15,2018-01-19,2018-01-21,AusPost,Standard,Delivered,2.0,False,24.0,12.53,carrier_capacity,4.0,5.0,Anytime,8.2741,True,1.037
HDEL002962,HORD002962,2018-10-23,2018-10-28,2018-10-26,StarTrack,Express,Delivered,0.0,True,6.0,17.49,none,5.0,5.0,Afternoon,7.6606,False,0.382
HDEL002963,HORD002963,2018-05-31,2018-06-03,2018-06-01,Direct Freight,Express,Delivered,0.0,True,38.0,18.03,none,3.0,3.0,Anytime,3.0744,True,0.386
HDEL002964,HORD002964,2018-12-13,2018-12-17,2018-12-17,Direct Freight,Standard,Delivered,0.0,True,61.0,12.04,none,4.0,9.0,Morning,7.5054,True,1.069
HDEL002965,HORD002965,2018-06-15,2018-06-19,2018-06-18,DHL,Standard,Delivered,0.0,True,4.0,11.04,none,4.0,4.0,Anytime,5.5236,True,0.469
HDEL002966,HORD002966,2018-07-30,2018-08-06,2018-08-06,DHL,Express,Delivered,0.0,True,54.0,25.53,none,7.0,8.0,Morning,6.5436,False,0.5
HDEL002967,HORD002967,2018-01-17,2018-01-24,2018-01-22,StarTrack,Standard,Delivered,0.0,True,52.0,11.43,none,7.0,4.0,Anytime,7.1137,True,0.574
HDEL002968,HORD002968,2018-09-18,2018-09-24,2018-09-23,AusPost,Express,Delivered,0.0,True,20.0,15.91,none,6.0,6.0,Afternoon,8.1751,True,0.545
HDEL002969,HORD002969,2018-10-25,2018-10-31,2018-11-01,Direct Freight,Standard,Delivered,1.0,False,15.0,7.46,carrier_capacity,6.0,3.0,Morning,2.16,False,0.259
HDEL002970,HORD002970,2018-07-30,2018-08-05,2018-08-04,Direct Freight,Standard,Delivered,0.0,True,59.0,11.85,none,6.0,6.0,Morning,7.7913,True,0.55
HDEL002971,HORD002971,2018-12-26,2019-01-01,2019-01-01,Direct Freight,Standard,Delivered,0.0,True,44.0,8.18,none,6.0,7.0,Afternoon,6.1918,True,1.008
HDEL002972,HORD002972,2018-09-10,2018-09-14,2018-09-12,DHL,Standard,Delivered,0.0,True,12.0,9.63,none,4.0,5.0,Morning,6.1573,True,0.615
HDEL002973,HORD002973,2018-04-30,2018-05-05,2018-05-04,AusPost,Express,Delivered,0.0,True,4.0,18.12,none,5.0,7.0,Morning,3.0513,True,0.834
HDEL002974,HORD002974,2018-11-16,2018-11-19,2018-11-19,DHL,Standard,Delivered,0.0,True,30.0,11.5,none,3.0,7.0,Anytime,6.9744,True,0.519
HDEL002975,HORD002975,2018-04-29,2018-05-04,2018-05-03,AusPost,Express,Delivered,0.0,True,20.0,15.82,none,5.0,9.0,Afternoon,7.8474,True,1.101
HDEL002976,HORD002976,2018-11-23,2018-11-27,2018-11-25,AusPost,Standard,Delivered,0.0,True,11.0,9.27,none,4.0,9.0,Morning,7.7961,True,0.552
HDEL002977,HORD002977,2018-10-08,2018-10-14,2018-10-17,Direct Freight,Standard,Delivered,3.0,False,32.0,7.52,weather,6.0,7.0,Anytime,4.2277,False,0.299
HDEL002978,HORD002978,2018-12-07,2018-12-11,2018-12-11,Direct Freight,Standard,Delivered,0.0,True,45.0,8.41,none,4.0,8.0,Afternoon,6.3652,False,0.368
HDEL002979,HORD002979,2018-07-28,2018-08-04,2018-08-02,AusPost,Standard,Delivered,0.0,True,30.0,14.55,none,7.0,8.0,Afternoon,8.9878,True,0.642
HDEL002980,HORD002980,2018-10-23,2018-10-28,2018-10-27,Direct Freight,Standard,Delivered,0.0,True,64.0,5.84,none,5.0,4.0,Morning,0.4249,True,0.477
HDEL002981,HORD002981,2018-02-09,2018-02-13,2018-02-13,DHL,Standard,Delivered,0.0,True,31.0,8.97,none,4.0,9.0,Morning,5.0683,False,0.351
HDEL002982,HORD002982,2018-03-24,2018-03-28,2018-03-26,DHL,Standard,Delivered,0.0,True,9.0,9.76,none,4.0,8.0,Morning,7.996,True,0.529
HDEL002983,HORD002983,2018-07-06,2018-07-10,2018-07-08,AusPost,Standard,Delivered,0.0,True,37.0,8.93,none,4.0,3.0,Afternoon,1.7057,True,0.378
HDEL002984,HORD002984,2018-03-20,2018-03-26,2018-03-26,StarTrack,Standard,Delivered,0.0,True,14.0,6.62,none,6.0,3.0,Afternoon,2.522,True,0.468
HDEL002985,HORD002985,2018-06-20,2018-06-24,2018-06-23,StarTrack,Standard,Delivered,0.0,True,21.0,8.8,none,4.0,3.0,Afternoon,4.1458,True,0.387
HDEL002986,HORD002986,2018-07-06,2018-07-09,2018-07-08,Direct Freight,Standard,Delivered,0.0,True,55.0,7.68,none,3.0,8.0,Afternoon,1.131,True,0.239
HDEL002987,HORD002987,2018-04-30,2018-05-04,2018-05-02,DHL,Standard,Delivered,0.0,True,53.0,6.33,none,4.0,5.0,Afternoon,0.361,False,0.302
HDEL002988,HORD002988,2018-12-07,2018-12-11,2018-12-09,AusPost,Standard,Delivered,0.0,True,15.0,8.18,none,4.0,5.0,Morning,3.1272,True,0.4
HDEL002989,HORD002989,2018-10-31,2018-11-06,2018-11-10,StarTrack,Standard,Delivered,4.0,False,5.0,9.56,carrier_capacity,6.0,9.0,Morning,7.8012,False,0.551
HDEL002990,HORD002990,2018-08-10,2018-08-14,2018-08-14,DHL,Standard,Delivered,0.0,True,50.0,10.78,none,4.0,8.0,Anytime,5.6715,False,0.333
HDEL002991,HORD002991,2018-05-19,2018-05-26,2018-05-25,DHL,Standard,Delivered,0.0,True,21.0,9.12,none,7.0,8.0,Afternoon,5.9648,False,0.388
HDEL002992,HORD002992,2018-05-21,2018-05-25,2018-05-23,Direct Freight,Standard,Delivered,0.0,True,4.0,6.89,none,4.0,7.0,Anytime,2.6944,True,0.318
HDEL002993,HORD002993,2018-09-18,2018-09-21,2018-09-20,StarTrack,Standard,Delivered,0.0,True,22.0,9.11,none,3.0,9.0,Morning,5.1204,False,0.352
HDEL002994,HORD002994,2018-05-18,2018-05-23,2018-05-22,StarTrack,Standard,Delivered,0.0,True,22.0,8.07,none,5.0,8.0,Anytime,4.2688,True,0.394
HDEL002995,HORD002995,2018-03-02,2018-03-09,2018-03-07,AusPost,Standard,Delivered,0.0,True,49.0,7.56,none,7.0,4.0,Morning,3.6405,True,0.379
HDEL002996,HORD002996,2018-01-19,2018-01-25,2018-01-25,Direct Freight,Standard,Delivered,0.0,True,13.0,9.14,none,6.0,6.0,Morning,4.0031,True,0.413
HDEL002997,HORD002997,2018-11-13,2018-11-20,2018-11-21,DHL,Express,Delivered,1.0,False,14.0,19.04,warehouse_congestion,7.0,8.0,Anytime,5.0903,True,1.122
HDEL002998,HORD002998,2018-04-28,2018-05-03,2018-05-03,StarTrack,Standard,Delivered,0.0,True,61.0,8.35,none,5.0,7.0,Anytime,6.0658,True,0.454
HDEL002999,HORD002999,2018-03-21,2018-03-27,2018-03-25,AusPost,Standard,Delivered,0.0,True,6.0,10.03,none,6.0,9.0,Morning,9.7484,True,0.535
HDEL003000,HORD003000,2018-10-25,2018-10-28,2018-10-26,Direct Freight,Standard,Delivered,0.0,True,29.0,8.64,none,3.0,4.0,Anytime,5.115,True,0.371
HDEL003001,HORD003001,2018-05-21,2018-05-25,2018-05-27,StarTrack,Express,Delivered,2.0,False,16.0,19.56,carrier_capacity,4.0,4.0,Anytime,5.9234,True,0.484
HDEL003002,HORD003002,2018-06-07,2018-06-12,2018-06-10,DHL,Standard,Delivered,0.0,True,42.0,7.23,none,5.0,8.0,Morning,0.919,False,0.249
HDEL003003,HORD003003,2018-11-12,2018-11-19,2018-11-18,StarTrack,Express,Delivered,0.0,True,72.0,14.25,none,7.0,7.0,Morning,1.8801,True,0.861
HDEL003004,HORD003004,2018-07-20,2018-07-23,2018-07-22,Direct Freight,Standard,Delivered,0.0,True,65.0,11.51,none,3.0,3.0,Afternoon,3.7718,True,0.399
HDEL003005,HORD003005,2018-08-24,2018-08-30,2018-08-30,StarTrack,Standard,Delivered,0.0,True,43.0,11.19,none,6.0,6.0,Anytime,5.0545,True,0.478
HDEL003006,HORD003006,2018-12-27,2018-12-30,2018-12-28,AusPost,Express,Delivered,0.0,True,6.0,17.25,none,3.0,5.0,Morning,8.1751,False,0.536
HDEL003007,HORD003007,2018-10-24,2018-10-30,2018-10-28,AusPost,Standard,Delivered,0.0,True,60.0,8.97,none,6.0,9.0,Afternoon,5.672,True,0.5
HDEL003008,HORD003008,2018-04-24,2018-04-30,2018-05-04,StarTrack,Standard,Delivered,4.0,False,59.0,8.29,weather,6.0,7.0,Afternoon,5.1067,True,1.118
HDEL003009,HORD003009,2018-11-08,2018-11-15,2018-11-13,StarTrack,Standard,Delivered,0.0,True,69.0,7.43,none,7.0,7.0,Morning,5.1255,True,0.547
HDEL003010,HORD003010,2018-12-21,2018-12-26,2018-12-24,DHL,Standard,Delivered,0.0,True,71.0,7.58,none,5.0,9.0,Afternoon,4.3645,True,1.121
HDEL003011,HORD003011,2018-03-17,2018-03-23,2018-03-21,DHL,Standard,Delivered,0.0,True,30.0,8.01,none,6.0,5.0,Afternoon,2.6944,True,0.417
HDEL003012,HORD003012,2018-12-17,2018-12-21,2018-12-20,AusPost,Standard,Delivered,0.0,True,66.0,9.23,none,4.0,9.0,Afternoon,3.9846,True,0.503
HDEL003013,HORD003013,2018-12-08,2018-12-14,2018-12-13,Direct Freight,Standard,Delivered,0.0,True,48.0,7.91,none,6.0,4.0,Morning,5.8755,True,0.794
HDEL003014,HORD003014,2018-10-02,2018-10-09,2018-10-09,AusPost,Standard,Delivered,0.0,True,42.0,6.62,none,7.0,3.0,Afternoon,0.919,True,0.971
HDEL003015,HORD003015,2018-08-06,2018-08-12,2018-08-11,AusPost,Standard,Delivered,0.0,True,36.0,8.86,none,6.0,5.0,Morning,1.6352,True,0.406
HDEL003016,HORD003016,2018-08-15,2018-08-20,2018-08-20,DHL,Standard,Delivered,0.0,True,13.0,12.13,none,5.0,4.0,Afternoon,4.175,True,0.432
HDEL003017,HORD003017,2018-12-16,2018-12-21,2018-12-21,DHL,Standard,Delivered,0.0,True,42.0,8.47,none,5.0,4.0,Afternoon,4.175,True,0.368
HDEL003018,HORD003018,2018-02-12,2018-02-17,2018-02-16,AusPost,Standard,Delivered,0.0,True,7.0,9.0,none,5.0,8.0,Anytime,5.1815,False,0.327
HDEL003019,HORD003019,2018-12-03,2018-12-07,2018-12-05,Direct Freight,Standard,Delivered,0.0,True,46.0,8.23,none,4.0,5.0,Afternoon,4.6966,True,0.465
HDEL003020,HORD003020,2018-03-31,2018-04-03,2018-04-03,AusPost,Standard,Delivered,0.0,True,50.0,8.38,none,3.0,9.0,Morning,6.2917,False,0.37
HDEL003021,HORD003021,2018-08-18,2018-08-25,2018-08-23,DHL,Express,Delivered,0.0,True,13.0,25.8,none,7.0,9.0,Anytime,7.996,True,0.414
HDEL003022,HORD003022,2018-06-05,2018-06-12,2018-06-10,StarTrack,Standard,Delivered,0.0,True,64.0,9.82,none,7.0,3.0,Morning,4.2176,True,0.368
HDEL003023,HORD003023,2018-04-30,2018-05-06,2018-05-05,AusPost,Standard,Delivered,0.0,True,45.0,6.46,none,6.0,5.0,Morning,2.2975,False,0.286
HDEL003024,HORD003024,2018-12-14,2018-12-20,2018-12-20,Direct Freight,Standard,Delivered,0.0,True,14.0,10.23,none,6.0,6.0,Anytime,8.3195,True,0.511
HDEL003025,HORD003025,2018-03-15,2018-03-20,2018-03-18,StarTrack,Standard,Delivered,0.0,True,39.0,7.72,none,5.0,7.0,Anytime,5.0303,True,0.455
HDEL003026,HORD003026,2018-07-28,2018-08-03,2018-08-01,AusPost,Standard,Delivered,0.0,True,18.0,11.52,none,6.0,3.0,Anytime,3.3621,True,0.354
HDEL003027,HORD003027,2018-11-22,2018-11-27,2018-11-27,AusPost,Standard,Delivered,0.0,True,45.0,9.52,none,5.0,5.0,Anytime,5.3787,True,0.483
HDEL003028,HORD003028,2018-04-08,2018-04-12,2018-04-13,AusPost,Express,Delivered,1.0,False,4.0,17.69,carrier_capacity,4.0,3.0,Morning,3.286,True,1.017
HDEL003029,HORD003029,2018-02-07,2018-02-12,2018-02-12,Direct Freight,Express,Delivered,0.0,True,41.0,12.69,none,5.0,9.0,Morning,1.9466,True,0.358
HDEL003030,HORD003030,2018-11-20,2018-11-23,2018-11-22,DHL,Standard,Delivered,0.0,True,9.0,9.27,none,3.0,7.0,Morning,5.9234,False,0.365
HDEL003031,HORD003031,2018-08-17,2018-08-20,2018-08-19,DHL,Standard,Delivered,0.0,True,57.0,9.32,none,3.0,6.0,Morning,1.0315,True,0.406
HDEL003032,HORD003032,2018-08-24,2018-08-30,2018-08-29,DHL,Standard,Delivered,0.0,True,3.0,11.1,none,6.0,3.0,Morning,7.5354,True,0.47
HDEL003033,HORD003033,2018-08-04,2018-08-07,2018-08-07,AusPost,Express,Delivered,0.0,True,66.0,24.41,none,3.0,8.0,Anytime,8.3283,True,0.956
HDEL003034,HORD003034,2018-04-12,2018-04-15,2018-04-15,StarTrack,Standard,Delivered,0.0,True,64.0,9.03,none,3.0,8.0,Morning,5.2041,True,0.702
HDEL003035,HORD003035,2018-10-11,2018-10-15,2018-10-14,DHL,Standard,Delivered,0.0,True,8.0,6.09,none,4.0,8.0,Morning,0.243,True,0.339
HDEL003036,HORD003036,2018-04-20,2018-04-27,2018-05-01,AusPost,Standard,Delivered,4.0,False,20.0,7.28,weather,7.0,9.0,Anytime,3.7951,True,0.442
HDEL003037,HORD003037,2018-07-04,2018-07-09,2018-07-07,DHL,Express,Delivered,0.0,True,32.0,23.29,none,5.0,3.0,Morning,3.1272,False,0.279
HDEL003038,HORD003038,2018-02-11,2018-02-17,2018-02-15,DHL,Standard,Delivered,0.0,True,33.0,8.79,none,6.0,4.0,Anytime,3.6708,True,0.431
HDEL003039,HORD003039,2018-05-31,2018-06-06,2018-06-04,DHL,Standard,Delivered,0.0,True,20.0,11.12,none,6.0,5.0,Morning,9.9452,False,1.263
HDEL003040,HORD003040,2018-04-04,2018-04-11,2018-04-11,AusPost,Standard,Delivered,0.0,True,41.0,8.36,none,7.0,6.0,Morning,5.4688,True,0.426
HDEL003041,HORD003041,2018-03-24,2018-03-28,2018-03-26,Direct Freight,Standard,Delivered,0.0,True,71.0,11.04,none,4.0,9.0,Afternoon,8.5082,False,0.442
HDEL003042,HORD003042,2018-05-28,2018-06-02,2018-06-01,Direct Freight,Standard,Delivered,0.0,True,47.0,7.64,none,5.0,9.0,Morning,6.063,True,0.405
HDEL003043,HORD003043,2018-01-29,2018-02-03,2018-02-01,DHL,Standard,Delivered,0.0,True,14.0,7.4,none,5.0,8.0,Anytime,4.1646,True,0.423
HDEL003044,HORD003044,2018-10-27,2018-11-02,2018-11-02,AusPost,Standard,Delivered,0.0,True,22.0,8.94,none,6.0,4.0,Afternoon,6.4289,False,0.37
HDEL003045,HORD003045,2018-11-02,2018-11-09,2018-11-07,StarTrack,Express,Delivered,0.0,True,49.0,16.8,none,7.0,7.0,Afternoon,4.1707,True,0.444
HDEL003046,HORD003046,2018-11-03,2018-11-07,2018-11-07,DHL,Standard,Delivered,0.0,True,24.0,10.94,none,4.0,4.0,Morning,8.8063,True,0.526
HDEL003047,HORD003047,2018-05-12,2018-05-18,2018-05-17,StarTrack,Standard,Delivered,0.0,True,44.0,10.0,none,6.0,8.0,Morning,6.6553,True,0.529
HDEL003048,HORD003048,2018-08-28,2018-09-04,2018-09-05,AusPost,Standard,Delivered,1.0,False,57.0,11.11,warehouse_congestion,7.0,8.0,Morning,5.0303,False,0.317
HDEL003049,HORD003049,2018-01-13,2018-01-18,2018-01-16,DHL,Standard,Delivered,0.0,True,68.0,9.82,none,5.0,9.0,Anytime,5.4408,True,1.044
HDEL003050,HORD003050,2018-02-17,2018-02-22,2018-02-20,StarTrack,Standard,Delivered,0.0,True,23.0,10.56,none,5.0,3.0,Afternoon,6.7811,True,0.598
HDEL003051,HORD003051,2018-06-28,2018-07-05,2018-07-04,Direct Freight,Standard,Delivered,0.0,True,67.0,9.98,none,7.0,6.0,Morning,5.7284,True,0.519
HDEL003052,HORD003052,2018-02-20,2018-02-26,2018-02-25,Direct Freight,Standard,Delivered,0.0,True,71.0,10.75,none,6.0,7.0,Anytime,6.163,False,1.04
HDEL003053,HORD003053,2018-12-01,2018-12-04,2018-12-04,DHL,Standard,Delivered,0.0,True,9.0,11.53,none,3.0,7.0,Afternoon,10.0361,True,1.065
HDEL003054,HORD003054,2018-04-02,2018-04-05,2018-04-04,AusPost,Standard,Delivered,0.0,True,50.0,9.1,none,3.0,5.0,Morning,6.1878,False,0.419
HDEL003055,HORD003055,2018-05-20,2018-05-26,2018-05-26,DHL,Standard,Delivered,0.0,True,62.0,7.46,none,6.0,5.0,Anytime,2.5537,True,0.47
HDEL003056,HORD003056,2018-03-16,2018-03-21,2018-03-21,AusPost,Standard,Delivered,0.0,True,15.0,8.12,none,5.0,6.0,Afternoon,4.6342,False,0.383
HDEL003057,HORD003057,2018-03-08,2018-03-15,2018-03-13,Direct Freight,Standard,Delivered,0.0,True,24.0,6.94,none,7.0,9.0,Morning,1.5642,False,0.322
HDEL003058,HORD003058,2018-10-17,2018-10-21,2018-10-23,Direct Freight,Standard,Delivered,2.0,False,27.0,8.77,warehouse_congestion,4.0,5.0,Morning,6.9946,False,0.56
HDEL003059,HORD003059,2018-11-09,2018-11-16,2018-11-21,AusPost,Standard,Delivered,5.0,False,56.0,6.7,weather,7.0,7.0,Anytime,1.4457,True,1.676
HDEL003060,HORD003060,2018-08-09,2018-08-13,2018-08-12,StarTrack,Express,Delivered,0.0,True,63.0,20.85,none,4.0,7.0,Morning,2.6716,True,1.154
HDEL003061,HORD003061,2018-01-08,2018-01-11,2018-01-11,StarTrack,Standard,Delivered,0.0,True,48.0,9.38,none,3.0,5.0,Afternoon,5.7949,True,1.072
HDEL003062,HORD003062,2018-09-05,2018-09-12,2018-09-10,AusPost,Standard,Delivered,0.0,True,38.0,6.09,none,7.0,5.0,Anytime,0.134,False,0.251
HDEL003063,HORD003063,2018-04-26,2018-05-03,2018-05-02,AusPost,Standard,Delivered,0.0,True,55.0,8.76,none,7.0,3.0,Afternoon,5.0903,True,0.449
HDEL003064,HORD003064,2018-05-24,2018-05-28,2018-05-26,DHL,Express,Delivered,0.0,True,52.0,13.14,none,4.0,3.0,Morning,2.2644,True,0.303
HDEL003065,HORD003065,2018-05-14,2018-05-18,2018-05-17,DHL,Standard,Delivered,0.0,True,56.0,10.31,none,4.0,7.0,Afternoon,5.6443,True,1.127
HDEL003066,HORD003066,2018-03-16,2018-03-21,2018-03-20,StarTrack,Standard,Delivered,0.0,True,43.0,11.24,none,5.0,4.0,Afternoon,9.7484,False,0.494
HDEL003067,HORD003067,2018-08-07,2018-08-11,2018-08-09,AusPost,Standard,Delivered,0.0,True,21.0,8.71,none,4.0,4.0,Afternoon,3.7018,True,0.383
HDEL003068,HORD003068,2018-02-27,2018-03-05,2018-03-03,DHL,Standard,Delivered,0.0,True,56.0,7.9,none,6.0,5.0,Morning,4.6779,False,0.343
