product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag
PRD0262,Vela Pulse 361,Smartphone,Vela,1522.38,865.41,2017.0,24.0,0.262,SKU-VEL00262,5G Smartphone,Nova,Red,SUP003,China,2017-07-27,GST_STANDARD,Recycled box,True,True
PRD0263,Candle Vista 362,Tablet,Candle,1272.94,703.77,2014.0,24.0,0.655,SKU-CAN00263,Productivity Tablet,Orbit,Red,SUP004,Vietnam,2014-12-21,GST_STANDARD,Protective case,True,True
PRD0264,Vela Core 363,Home Entertainment,Vela,721.82,483.87,2017.0,24.0,5.622,SKU-VEL00264,Smart Display,Pulse,White,SUP005,Vietnam,2017-01-12,GST_STANDARD,Recycled box,True,True
PRD0265,Candle Lumen 364,Audio,Candle,255.41,168.36,2013.0,12.0,0.625,SKU-CAN00265,Wireless Audio,Quest,Black,SUP006,Vietnam,2013-05-03,GST_STANDARD,Box,True,True
PRD0266,Vela Ridge 365,Smart Home,Vela,424.49,318.26,2017.0,12.0,0.432,SKU-VEL00266,Home Automation,Ridge,Red,SUP007,China,2017-11-11,GST_STANDARD,Protective case,True,True
PRD0267,Candle Arc 366,Gaming,Candle,1252.5,670.12,2015.0,24.0,1.396,SKU-CAN00267,Gaming Hardware,Shift,Graphite,SUP008,Vietnam,2015-03-12,GST_STANDARD,Box,False,False
PRD0268,Vela Echo 367,Wearable,Vela,944.09,642.92,2015.0,12.0,0.142,SKU-VEL00268,Health Wearable,Spark,Gold,SUP009,Japan,2015-05-23,GST_STANDARD,Recycled box,True,True
PRD0269,Candle Orbit 368,Networking,Candle,514.16,326.26,2012.0,24.0,0.815,SKU-CAN00269,Connected Network,Vista,Red,SUP010,Malaysia,2012-03-03,GST_STANDARD,Recycled box,False,True
PRD0270,Vela Spark 369,Accessory,Vela,145.44,80.14,2013.0,12.0,0.217,SKU-VEL00270,Mobile Accessory,Wave,Green,SUP011,Korea,2013-08-04,GST_STANDARD,Protective case,True,True
PRD0271,Candle Bloom 370,Laptop,Candle,1115.7,777.38,2015.0,24.0,1.62,SKU-CAN00271,Ultrabook,Arc,Red,SUP012,Japan,2015-07-15,GST_STANDARD,Recycled box,True,True
PRD0272,Vela Halo 371,Smartphone,Vela,721.72,409.53,2013.0,24.0,0.201,SKU-VEL00272,5G Smartphone,Atlas,Gold,SUP013,Korea,2013-01-25,GST_STANDARD,Box,False,True
PRD0273,Candle Quest 372,Tablet,Candle,1515.39,1127.16,2014.0,24.0,0.834,SKU-CAN00273,Productivity Tablet,Bloom,Gold,SUP014,Japan,2014-10-09,GST_STANDARD,Box,True,True
PRD0274,Vela Wave 373,Home Entertainment,Vela,2383.39,1427.7,2016.0,24.0,5.659,SKU-VEL00274,Smart Display,Core,Graphite,SUP015,Vietnam,2016-03-23,GST_STANDARD,Box,True,True
PRD0275,Candle Edge 374,Audio,Candle,182.18,96.51,2017.0,12.0,0.481,SKU-CAN00275,Wireless Audio,Edge,Green,SUP016,Vietnam,2017-12-21,GST_STANDARD,Recycled box,True,True
PRD0276,Vela Nova 375,Smart Home,Vela,586.47,436.76,2015.0,12.0,0.358,SKU-VEL00276,Home Automation,Echo,Graphite,SUP017,China,2015-04-23,GST_STANDARD,Box,False,True
PRD0277,Candle Shift 376,Gaming,Candle,2592.52,1353.5,2017.0,24.0,1.162,SKU-CAN00277,Gaming Hardware,Flux,White,SUP018,China,2017-02-07,GST_STANDARD,Protective case,True,True
PRD0278,Vela Atlas 377,Wearable,Vela,100.15,49.98,2014.0,12.0,0.088,SKU-VEL00278,Health Wearable,Halo,Graphite,SUP019,Australia,2014-08-17,GST_STANDARD,Recycled box,True,True
PRD0279,Candle Flux 378,Networking,Candle,250.57,184.68,2013.0,24.0,0.668,SKU-CAN00279,Connected Network,Lumen,Gold,SUP020,Korea,2013-06-22,GST_STANDARD,Box,True,True
PRD0280,Vela Pulse 379,Accessory,Vela,34.27,16.74,2013.0,12.0,0.168,SKU-VEL00280,Mobile Accessory,Nova,Green,SUP021,Japan,2013-10-21,GST_STANDARD,Box,False,True
PRD0281,Candle Vista 380,Laptop,Candle,1660.11,1235.21,2015.0,24.0,1.716,SKU-CAN00281,Ultrabook,Orbit,Blue,SUP022,Japan,2015-09-02,GST_STANDARD,Recycled box,False,True
PRD0282,Vela Core 381,Smartphone,Vela,1401.95,1057.3,2015.0,24.0,0.241,SKU-VEL00282,5G Smartphone,Pulse,Graphite,SUP023,Australia,2015-12-26,GST_STANDARD,Protective case,False,True
PRD0283,Candle Lumen 382,Tablet,Candle,733.77,485.82,2017.0,24.0,0.693,SKU-CAN00283,Productivity Tablet,Quest,Gold,SUP024,Vietnam,2017-03-02,GST_STANDARD,Recycled box,True,True
PRD0284,Vela Ridge 383,Home Entertainment,Vela,4071.02,2447.64,2014.0,24.0,6.527,SKU-VEL00284,Smart Display,Ridge,Green,SUP025,Vietnam,2014-07-06,GST_STANDARD,Protective case,True,True
PRD0285,Candle Arc 384,Audio,Candle,136.65,77.78,2014.0,12.0,0.479,SKU-CAN00285,Wireless Audio,Shift,Blue,SUP026,Australia,2014-08-11,GST_STANDARD,Protective case,True,True
PRD0286,Vela Echo 385,Smart Home,Vela,841.61,536.48,2017.0,12.0,0.307,SKU-VEL00286,Home Automation,Spark,Silver,SUP027,China,2017-12-15,GST_STANDARD,Protective case,False,True
PRD0287,Candle Orbit 386,Gaming,Candle,1873.36,924.28,2013.0,24.0,1.618,SKU-CAN00287,Gaming Hardware,Vista,Green,SUP028,Korea,2013-04-16,GST_STANDARD,Protective case,True,True
PRD0288,Vela Spark 387,Wearable,Vela,171.9,102.88,2015.0,12.0,0.148,SKU-VEL00288,Health Wearable,Wave,Red,SUP029,Japan,2015-10-26,GST_STANDARD,Box,True,True
PRD0289,Candle Bloom 388,Networking,Candle,721.6,428.24,2015.0,24.0,0.76,SKU-CAN00289,Connected Network,Arc,Blue,SUP030,Vietnam,2015-02-23,GST_STANDARD,Box,False,True
PRD0290,Vela Halo 389,Accessory,Vela,61.51,34.52,2015.0,12.0,0.214,SKU-VEL00290,Mobile Accessory,Atlas,Black,SUP031,Malaysia,2015-03-15,GST_STANDARD,Box,True,True
PRD0291,Candle Quest 390,Laptop,Candle,1079.47,641.16,2016.0,24.0,1.147,SKU-CAN00291,Ultrabook,Bloom,Red,SUP032,Korea,2016-01-13,GST_STANDARD,Protective case,True,True
PRD0292,Vela Wave 391,Smartphone,Vela,324.37,163.32,2015.0,24.0,0.171,SKU-VEL00292,5G Smartphone,Core,Red,SUP033,China,2015-02-01,GST_STANDARD,Box,True,True
PRD0293,Candle Edge 392,Tablet,Candle,399.18,254.8,2016.0,24.0,0.712,SKU-CAN00293,Productivity Tablet,Edge,Blue,SUP034,Vietnam,2016-12-20,GST_STANDARD,Protective case,False,False
PRD0294,Vela Nova 393,Home Entertainment,Vela,1781.81,1120.06,2016.0,24.0,9.317,SKU-VEL00294,Smart Display,Echo,Gold,SUP035,Korea,2016-01-01,GST_STANDARD,Box,True,True
PRD0295,Candle Shift 394,Audio,Candle,606.51,375.77,2017.0,12.0,0.441,SKU-CAN00295,Wireless Audio,Flux,Red,SUP036,Australia,2017-06-23,GST_STANDARD,Protective case,True,True
PRD0296,Vela Atlas 395,Smart Home,Vela,366.63,278.18,2015.0,12.0,0.465,SKU-VEL00296,Home Automation,Halo,Gold,SUP037,Vietnam,2015-10-02,GST_STANDARD,Protective case,True,True
PRD0297,Candle Flux 396,Gaming,Candle,1540.93,808.43,2014.0,24.0,1.494,SKU-CAN00297,Gaming Hardware,Lumen,Green,SUP001,Japan,2014-02-06,GST_STANDARD,Recycled box,False,True
PRD0298,Vela Pulse 397,Wearable,Vela,565.35,358.83,2017.0,12.0,0.143,SKU-VEL00298,Health Wearable,Nova,Green,SUP002,China,2017-03-27,GST_STANDARD,Protective case,True,True
PRD0299,Candle Vista 398,Networking,Candle,658.78,424.23,2015.0,24.0,0.585,SKU-CAN00299,Connected Network,Orbit,Green,SUP003,Japan,2015-03-22,GST_STANDARD,Box,True,True
PRD0300,Vela Core 399,Accessory,Vela,30.76,15.15,2016.0,12.0,0.133,SKU-VEL00300,Mobile Accessory,Pulse,Black,SUP004,Vietnam,2016-01-08,GST_STANDARD,Recycled box,True,True
PRD0301,Candle Lumen 400,Laptop,Candle,1847.23,1379.3,2014.0,24.0,1.912,SKU-CAN00301,Ultrabook,Quest,Silver,SUP005,Japan,2014-11-21,GST_STANDARD,Box,False,True
PRD0302,Vela Ridge 401,Smartphone,Vela,1232.1,819.7,2012.0,24.0,0.286,SKU-VEL00302,5G Smartphone,Ridge,Silver,SUP006,China,2012-03-13,GST_STANDARD,Box,True,True
PRD0303,Candle Arc 402,Tablet,Candle,961.05,597.01,2017.0,24.0,0.592,SKU-CAN00303,Productivity Tablet,Shift,Green,SUP007,Australia,2017-10-03,GST_STANDARD,Recycled box,True,True
PRD0304,Vela Echo 403,Home Entertainment,Vela,524.3,269.84,2017.0,24.0,10.153,SKU-VEL00304,Smart Display,Spark,Red,SUP008,China,2017-08-07,GST_STANDARD,Box,True,True
PRD0305,Candle Orbit 404,Audio,Candle,662.05,471.86,2013.0,12.0,0.636,SKU-CAN00305,Wireless Audio,Vista,Blue,SUP009,Korea,2013-10-01,GST_STANDARD,Box,False,True
PRD0306,Vela Spark 405,Smart Home,Vela,643.72,377.41,2017.0,12.0,0.457,SKU-VEL00306,Home Automation,Wave,Red,SUP010,Korea,2017-11-24,GST_STANDARD,Protective case,True,True
PRD0307,Candle Bloom 406,Gaming,Candle,2171.11,1499.4,2016.0,24.0,1.505,SKU-CAN00307,Gaming Hardware,Arc,Green,SUP011,Japan,2016-12-09,GST_STANDARD,Protective case,True,True
PRD0308,Vela Halo 407,Wearable,Vela,1053.94,516.84,2015.0,12.0,0.132,SKU-VEL00308,Health Wearable,Atlas,Blue,SUP012,China,2015-07-11,GST_STANDARD,Protective case,True,True
PRD0309,Candle Quest 408,Networking,Candle,335.12,199.12,2014.0,24.0,0.799,SKU-CAN00309,Connected Network,Bloom,White,SUP013,Vietnam,2014-06-07,GST_STANDARD,Protective case,False,True
PRD0310,Vela Wave 409,Accessory,Vela,318.45,203.6,2017.0,12.0,0.209,SKU-VEL00310,Mobile Accessory,Core,Silver,SUP014,Australia,2017-01-02,GST_STANDARD,Box,True,True
PRD0311,Candle Edge 410,Laptop,Candle,1105.19,772.69,2014.0,24.0,1.861,SKU-CAN00311,Ultrabook,Edge,Gold,SUP015,Vietnam,2014-01-27,GST_STANDARD,Protective case,True,True
PRD0312,Vela Nova 411,Smartphone,Vela,845.47,525.82,2017.0,24.0,0.257,SKU-VEL00312,5G Smartphone,Echo,Black,SUP016,Australia,2017-04-08,GST_STANDARD,Box,True,True
PRD0313,Candle Shift 412,Tablet,Candle,695.88,421.39,2013.0,24.0,0.6,SKU-CAN00313,Productivity Tablet,Flux,Black,SUP017,Australia,2013-12-14,GST_STANDARD,Recycled box,False,True
PRD0314,Vela Atlas 413,Home Entertainment,Vela,2377.47,1143.29,2013.0,24.0,6.662,SKU-VEL00314,Smart Display,Halo,Blue,SUP018,Korea,2013-03-05,GST_STANDARD,Box,True,True
PRD0315,Candle Flux 414,Audio,Candle,1099.77,730.72,2015.0,12.0,0.497,SKU-CAN00315,Wireless Audio,Lumen,Green,SUP019,Korea,2015-03-11,GST_STANDARD,Recycled box,False,True
PRD0316,Vela Pulse 415,Smart Home,Vela,28.93,21.03,2016.0,12.0,0.383,SKU-VEL00316,Home Automation,Nova,Green,SUP020,Japan,2016-01-14,GST_STANDARD,Recycled box,True,True
PRD0317,Candle Vista 416,Gaming,Candle,1875.46,1066.79,2016.0,24.0,0.99,SKU-CAN00317,Gaming Hardware,Orbit,Black,SUP021,Vietnam,2016-09-18,GST_STANDARD,Protective case,True,True
PRD0318,Vela Core 417,Wearable,Vela,913.52,467.85,2016.0,12.0,0.152,SKU-VEL00318,Health Wearable,Pulse,White,SUP022,Australia,2016-08-12,GST_STANDARD,Recycled box,True,True
PRD0319,Candle Lumen 418,Networking,Candle,1203.94,746.41,2015.0,24.0,0.914,SKU-CAN00319,Connected Network,Quest,Gold,SUP023,Malaysia,2015-01-27,GST_STANDARD,Box,True,True
PRD0320,Vela Ridge 419,Accessory,Vela,289.98,167.08,2016.0,12.0,0.242,SKU-VEL00320,Mobile Accessory,Ridge,Red,SUP024,China,2016-09-11,GST_STANDARD,Box,False,True
PRD0321,Candle Arc 420,Laptop,Candle,2990.61,1810.72,2016.0,24.0,1.852,SKU-CAN00321,Ultrabook,Shift,Silver,SUP025,Vietnam,2016-07-22,GST_STANDARD,Box,True,True
PRD0322,Vela Echo 421,Smartphone,Vela,719.5,473.86,2012.0,24.0,0.206,SKU-VEL00322,5G Smartphone,Spark,Gold,SUP026,Vietnam,2012-09-13,GST_STANDARD,Protective case,True,True
PRD0323,Candle Orbit 422,Tablet,Candle,786.71,477.47,2015.0,24.0,0.742,SKU-CAN00323,Productivity Tablet,Vista,Blue,SUP027,China,2015-01-12,GST_STANDARD,Box,False,True
PRD0324,Vela Spark 423,Home Entertainment,Vela,3625.94,2120.88,2012.0,24.0,10.01,SKU-VEL00324,Smart Display,Wave,Gold,SUP028,Malaysia,2012-12-25,GST_STANDARD,Box,True,True
PRD0325,Candle Bloom 424,Audio,Candle,54.61,40.46,2016.0,12.0,0.359,SKU-CAN00325,Wireless Audio,Arc,Green,SUP029,Vietnam,2016-09-25,GST_STANDARD,Protective case,True,True
PRD0326,Vela Halo 425,Smart Home,Vela,791.27,477.99,2015.0,12.0,0.389,SKU-VEL00326,Home Automation,Atlas,Graphite,SUP030,Australia,2015-11-01,GST_STANDARD,Recycled box,True,True
PRD0327,Candle Quest 426,Gaming,Candle,783.26,444.65,2017.0,24.0,1.101,SKU-CAN00327,Gaming Hardware,Bloom,Graphite,SUP031,Japan,2017-08-14,GST_STANDARD,Protective case,False,True
PRD0328,Vela Wave 427,Wearable,Vela,728.97,435.38,2016.0,12.0,0.129,SKU-VEL00328,Health Wearable,Core,Blue,SUP032,Malaysia,2016-05-01,GST_STANDARD,Box,True,True
PRD0329,Candle Edge 428,Networking,Candle,1082.5,559.58,2013.0,24.0,0.876,SKU-CAN00329,Connected Network,Edge,Graphite,SUP033,China,2013-04-11,GST_STANDARD,Protective case,True,True
PRD0330,Vela Nova 429,Accessory,Vela,184.25,129.76,2013.0,12.0,0.156,SKU-VEL00330,Mobile Accessory,Echo,Blue,SUP034,Malaysia,2013-01-12,GST_STANDARD,Box,True,True
PRD0331,Candle Shift 430,Laptop,Candle,1711.06,1184.3,2014.0,24.0,1.397,SKU-CAN00331,Ultrabook,Flux,Black,SUP035,China,2014-05-16,GST_STANDARD,Box,False,True
PRD0332,Vela Atlas 431,Smartphone,Vela,560.39,286.67,2015.0,24.0,0.275,SKU-VEL00332,5G Smartphone,Halo,Black,SUP036,Vietnam,2015-12-01,GST_STANDARD,Box,False,True
PRD0333,Candle Flux 432,Tablet,Candle,419.02,286.5,2015.0,24.0,0.71,SKU-CAN00333,Productivity Tablet,Lumen,Red,SUP037,Australia,2015-06-26,GST_STANDARD,Protective case,True,True
PRD0334,Vela Pulse 433,Home Entertainment,Vela,2364.45,1398.69,2012.0,24.0,9.962,SKU-VEL00334,Smart Display,Nova,Gold,SUP001,Korea,2012-08-10,GST_STANDARD,Box,True,True
PRD0335,Candle Vista 434,Audio,Candle,424.96,258.04,2014.0,12.0,0.39,SKU-CAN00335,Wireless Audio,Orbit,Black,SUP002,Malaysia,2014-01-16,GST_STANDARD,Box,True,True
PRD0336,Vela Core 435,Smart Home,Vela,823.14,407.59,2014.0,12.0,0.476,SKU-VEL00336,Home Automation,Pulse,Gold,SUP003,Australia,2014-03-23,GST_STANDARD,Box,True,True
PRD0337,Candle Lumen 436,Gaming,Candle,92.59,47.4,2016.0,24.0,1.079,SKU-CAN00337,Gaming Hardware,Quest,Red,SUP004,Korea,2016-03-16,GST_STANDARD,Box,False,True
PRD0338,Vela Ridge 437,Wearable,Vela,950.04,517.18,2012.0,12.0,0.164,SKU-VEL00338,Health Wearable,Ridge,Gold,SUP005,Malaysia,2012-12-19,GST_STANDARD,Box,False,True
PRD0339,Candle Arc 438,Networking,Candle,427.29,309.5,2017.0,24.0,0.656,SKU-CAN00339,Connected Network,Shift,Graphite,SUP006,Vietnam,2017-06-19,GST_STANDARD,Recycled box,True,True
PRD0340,Vela Echo 439,Accessory,Vela,68.17,38.1,2012.0,12.0,0.195,SKU-VEL00340,Mobile Accessory,Spark,Green,SUP007,Australia,2012-05-17,GST_STANDARD,Box,True,True
PRD0341,Candle Orbit 440,Laptop,Candle,3051.59,2276.6,2016.0,24.0,2.004,SKU-CAN00341,Ultrabook,Vista,Black,SUP008,Australia,2016-03-26,GST_STANDARD,Protective case,True,True
PRD0342,Vela Spark 441,Smartphone,Vela,1733.12,1047.01,2012.0,24.0,0.176,SKU-VEL00342,5G Smartphone,Wave,Graphite,SUP009,Korea,2012-04-14,GST_STANDARD,Recycled box,True,True
PRD0343,Candle Bloom 442,Tablet,Candle,1244.05,638.14,2015.0,24.0,0.652,SKU-CAN00343,Productivity Tablet,Arc,Silver,SUP010,Korea,2015-07-23,GST_STANDARD,Box,False,True
PRD0344,Vela Halo 443,Home Entertainment,Vela,3507.24,1938.32,2015.0,24.0,6.386,SKU-VEL00344,Smart Display,Atlas,Blue,SUP011,Vietnam,2015-01-17,GST_STANDARD,Recycled box,True,True
PRD0345,Candle Quest 444,Audio,Candle,927.23,566.17,2013.0,12.0,0.391,SKU-CAN00345,Wireless Audio,Bloom,Graphite,SUP012,Vietnam,2013-07-21,GST_STANDARD,Recycled box,True,True
PRD0346,Vela Wave 445,Smart Home,Vela,692.97,337.24,2016.0,12.0,0.36,SKU-VEL00346,Home Automation,Core,Graphite,SUP013,Japan,2016-12-20,GST_STANDARD,Recycled box,False,True
PRD0347,Candle Edge 446,Gaming,Candle,1107.53,639.19,2015.0,24.0,0.988,SKU-CAN00347,Gaming Hardware,Edge,Silver,SUP014,Australia,2015-09-10,GST_STANDARD,Box,True,True
PRD0348,Vela Nova 447,Wearable,Vela,1003.34,492.38,2014.0,12.0,0.138,SKU-VEL00348,Health Wearable,Echo,Green,SUP015,Korea,2014-09-06,GST_STANDARD,Box,True,True
PRD0349,Candle Shift 448,Networking,Candle,986.72,689.86,2016.0,24.0,0.554,SKU-CAN00349,Connected Network,Flux,Red,SUP016,Japan,2016-10-27,GST_STANDARD,Protective case,False,True
PRD0350,Vela Atlas 449,Accessory,Vela,294.0,162.86,2016.0,12.0,0.157,SKU-VEL00350,Mobile Accessory,Halo,Graphite,SUP017,Vietnam,2016-07-25,GST_STANDARD,Recycled box,False,True
PRD0351,Candle Flux 450,Laptop,Candle,1873.03,1350.12,2015.0,24.0,1.734,SKU-CAN00351,Ultrabook,Lumen,Silver,SUP018,China,2015-10-20,GST_STANDARD,Recycled box,True,True
PRD0352,Vela Pulse 451,Smartphone,Vela,1479.5,1077.78,2017.0,24.0,0.277,SKU-VEL00352,5G Smartphone,Nova,Red,SUP019,China,2017-03-09,GST_STANDARD,Box,True,False
PRD0353,Candle Vista 452,Tablet,Candle,526.39,369.78,2016.0,24.0,0.739,SKU-CAN00353,Productivity Tablet,Orbit,Gold,SUP020,Korea,2016-02-08,GST_STANDARD,Protective case,False,True
PRD0354,Vela Core 453,Home Entertainment,Vela,2306.23,1309.29,2014.0,24.0,9.113,SKU-VEL00354,Smart Display,Pulse,Green,SUP021,Korea,2014-03-08,GST_STANDARD,Recycled box,True,True
PRD0355,Candle Lumen 454,Audio,Candle,535.15,375.28,2016.0,12.0,0.555,SKU-CAN00355,Wireless Audio,Quest,Red,SUP022,Australia,2016-05-24,GST_STANDARD,Recycled box,True,True
PRD0356,Vela Ridge 455,Smart Home,Vela,302.84,176.94,2016.0,12.0,0.43,SKU-VEL00356,Home Automation,Ridge,Red,SUP023,Vietnam,2016-05-13,GST_STANDARD,Box,True,True
PRD0357,Candle Arc 456,Gaming,Candle,193.87,118.81,2017.0,24.0,1.568,SKU-CAN00357,Gaming Hardware,Shift,Green,SUP024,Japan,2017-04-11,GST_STANDARD,Recycled box,True,True
PRD0358,Vela Echo 457,Wearable,Vela,67.02,48.97,2013.0,12.0,0.102,SKU-VEL00358,Health Wearable,Spark,Blue,SUP025,Japan,2013-09-16,GST_STANDARD,Box,True,True
PRD0359,Candle Orbit 458,Networking,Candle,169.12,81.85,2012.0,24.0,0.78,SKU-CAN00359,Connected Network,Vista,Black,SUP026,Vietnam,2012-10-27,GST_STANDARD,Protective case,True,True
PRD0360,Vela Spark 459,Accessory,Vela,14.71,10.98,2014.0,12.0,0.163,SKU-VEL00360,Mobile Accessory,Wave,Blue,SUP027,Japan,2014-07-15,GST_STANDARD,Protective case,False,True
PRD0361,Candle Bloom 460,Laptop,Candle,3013.48,1722.27,2016.0,24.0,1.893,SKU-CAN00361,Ultrabook,Arc,Green,SUP028,Korea,2016-08-06,GST_STANDARD,Box,True,True
PRD0362,Vela Halo 461,Smartphone,Vela,1501.87,1011.15,2012.0,24.0,0.234,SKU-VEL00362,5G Smartphone,Atlas,Graphite,SUP029,Korea,2012-05-09,GST_STANDARD,Recycled box,True,True
PRD0363,Candle Quest 462,Tablet,Candle,1523.75,916.14,2013.0,24.0,0.566,SKU-CAN00363,Productivity Tablet,Bloom,Gold,SUP030,Japan,2013-10-24,GST_STANDARD,Protective case,True,True
PRD0364,Vela Wave 463,Home Entertainment,Vela,1836.13,1057.44,2012.0,24.0,9.705,SKU-VEL00364,Smart Display,Core,Black,SUP031,Vietnam,2012-08-20,GST_STANDARD,Box,True,True
PRD0365,Candle Edge 464,Audio,Candle,884.05,568.81,2015.0,12.0,0.367,SKU-CAN00365,Wireless Audio,Edge,Gold,SUP032,Korea,2015-10-27,GST_STANDARD,Box,True,True
PRD0366,Vela Nova 465,Smart Home,Vela,496.46,289.3,2012.0,12.0,0.27,SKU-VEL00366,Home Automation,Echo,Silver,SUP033,Japan,2012-01-06,GST_STANDARD,Recycled box,True,True
PRD0367,Candle Shift 466,Gaming,Candle,1853.15,905.65,2013.0,24.0,1.648,SKU-CAN00367,Gaming Hardware,Flux,Red,SUP034,Vietnam,2013-01-27,GST_STANDARD,Recycled box,False,True
PRD0368,Vela Atlas 467,Wearable,Vela,807.79,497.45,2014.0,12.0,0.145,SKU-VEL00368,Health Wearable,Halo,Blue,SUP035,Korea,2014-09-24,GST_STANDARD,Protective case,True,True
PRD0369,Candle Flux 468,Networking,Candle,462.08,242.3,2016.0,24.0,0.859,SKU-CAN00369,Connected Network,Lumen,Black,SUP036,Japan,2016-06-03,GST_STANDARD,Box,False,True
PRD0370,Vela Pulse 469,Accessory,Vela,143.48,80.34,2015.0,12.0,0.194,SKU-VEL00370,Mobile Accessory,Nova,Black,SUP037,China,2015-04-08,GST_STANDARD,Box,True,True
PRD0371,Candle Vista 470,Laptop,Candle,1060.97,677.03,2015.0,24.0,1.516,SKU-CAN00371,Ultrabook,Orbit,Black,SUP001,Japan,2015-12-27,GST_STANDARD,Protective case,True,True
PRD0372,Vela Core 471,Smartphone,Vela,763.17,568.46,2016.0,24.0,0.169,SKU-VEL00372,5G Smartphone,Pulse,White,SUP002,Vietnam,2016-12-07,GST_STANDARD,Box,False,True
PRD0373,Candle Lumen 472,Tablet,Candle,572.77,283.69,2016.0,24.0,0.601,SKU-CAN00373,Productivity Tablet,Quest,Graphite,SUP003,Vietnam,2016-05-18,GST_STANDARD,Recycled box,True,True
PRD0374,Vela Ridge 473,Home Entertainment,Vela,1059.26,609.54,2016.0,24.0,9.731,SKU-VEL00374,Smart Display,Ridge,Graphite,SUP004,Vietnam,2016-03-26,GST_STANDARD,Protective case,True,True
PRD0375,Candle Arc 474,Audio,Candle,302.41,176.77,2017.0,12.0,0.425,SKU-CAN00375,Wireless Audio,Shift,White,SUP005,Australia,2017-01-12,GST_STANDARD,Protective case,True,True
PRD0376,Vela Echo 475,Smart Home,Vela,804.1,529.59,2016.0,12.0,0.36,SKU-VEL00376,Home Automation,Spark,Black,SUP006,China,2016-12-19,GST_STANDARD,Box,False,True
PRD0377,Candle Orbit 476,Gaming,Candle,1672.48,832.49,2017.0,24.0,1.394,SKU-CAN00377,Gaming Hardware,Vista,Green,SUP007,Japan,2017-09-03,GST_STANDARD,Protective case,True,True
PRD0378,Vela Spark 477,Wearable,Vela,110.97,61.64,2013.0,12.0,0.111,SKU-VEL00378,Health Wearable,Wave,Red,SUP008,Vietnam,2013-10-01,GST_STANDARD,Box,False,True
PRD0379,Candle Bloom 478,Networking,Candle,759.43,457.2,2014.0,24.0,0.632,SKU-CAN00379,Connected Network,Arc,Red,SUP009,Korea,2014-05-10,GST_STANDARD,Protective case,True,True
PRD0380,Vela Halo 479,Accessory,Vela,117.36,78.36,2015.0,12.0,0.197,SKU-VEL00380,Mobile Accessory,Atlas,Red,SUP010,China,2015-09-02,GST_STANDARD,Recycled box,True,True
PRD0381,Candle Quest 480,Laptop,Candle,1910.84,1072.89,2016.0,24.0,1.488,SKU-CAN00381,Ultrabook,Bloom,Red,SUP011,China,2016-02-25,GST_STANDARD,Recycled box,True,True
PRD0382,Vela Wave 481,Smartphone,Vela,453.52,323.45,2014.0,24.0,0.197,SKU-VEL00382,5G Smartphone,Core,Silver,SUP012,China,2014-10-03,GST_STANDARD,Recycled box,True,True
PRD0383,Candle Edge 482,Tablet,Candle,1343.47,685.43,2016.0,24.0,0.468,SKU-CAN00383,Productivity Tablet,Edge,Silver,SUP013,Malaysia,2016-12-19,GST_STANDARD,Box,True,True
PRD0384,Vela Nova 483,Home Entertainment,Vela,3587.6,1728.11,2016.0,24.0,5.683,SKU-VEL00384,Smart Display,Echo,Gold,SUP014,Vietnam,2016-02-15,GST_STANDARD,Recycled box,True,True
PRD0385,Candle Shift 484,Audio,Candle,699.4,497.47,2013.0,12.0,0.354,SKU-CAN00385,Wireless Audio,Flux,Graphite,SUP015,Malaysia,2013-01-09,GST_STANDARD,Protective case,True,True
PRD0386,Vela Atlas 485,Smart Home,Vela,109.17,80.04,2016.0,12.0,0.383,SKU-VEL00386,Home Automation,Halo,Silver,SUP016,Japan,2016-12-10,GST_STANDARD,Recycled box,True,False
PRD0387,Candle Flux 486,Gaming,Candle,2587.59,1877.36,2013.0,24.0,1.143,SKU-CAN00387,Gaming Hardware,Lumen,Black,SUP017,Vietnam,2013-10-20,GST_STANDARD,Box,True,True
PRD0388,Vela Pulse 487,Wearable,Vela,269.65,203.09,2014.0,12.0,0.133,SKU-VEL00388,Health Wearable,Nova,Green,SUP018,China,2014-04-07,GST_STANDARD,Recycled box,True,True
PRD0389,Candle Vista 488,Networking,Candle,197.05,129.15,2016.0,24.0,0.818,SKU-CAN00389,Connected Network,Orbit,Gold,SUP019,Korea,2016-01-21,GST_STANDARD,Box,False,True
PRD0390,Vela Core 489,Accessory,Vela,27.7,13.56,2012.0,12.0,0.134,SKU-VEL00390,Mobile Accessory,Pulse,Black,SUP020,Korea,2012-06-11,GST_STANDARD,Box,True,True
PRD0391,Candle Lumen 490,Laptop,Candle,1089.38,734.72,2012.0,24.0,1.985,SKU-CAN00391,Ultrabook,Quest,Graphite,SUP021,China,2012-03-23,GST_STANDARD,Box,True,True
PRD0392,Vela Ridge 491,Smartphone,Vela,930.86,451.19,2012.0,24.0,0.177,SKU-VEL00392,5G Smartphone,Ridge,Red,SUP022,Vietnam,2012-01-01,GST_STANDARD,Box,True,True
PRD0393,Candle Arc 492,Tablet,Candle,307.2,148.19,2016.0,24.0,0.753,SKU-CAN00393,Productivity Tablet,Shift,Blue,SUP023,China,2016-01-20,GST_STANDARD,Protective case,True,False
