customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00326,2014-03-18,Silver,Premium,18-24,Store,Docklands,4.0,886.9,True,3008,VIC,Australia,it,Store,Active,Mobile,example.net,3-4,Monthly
CUS00327,2013-02-02,Bronze,Small Business,18-24,Mobile,Southbank,9.0,8980.91,True,3006,VIC,Australia,en,Referral,Active,Mobile,example.net,1,Quarterly
CUS00328,2014-12-20,Bronze,Mainstream,55+,Mobile,Southbank,8.0,4854.7,True,3006,VIC,Australia,ja,Organic,Active,Mobile,mail.test,3-4,Quarterly
CUS00329,2016-10-03,Gold,Value,25-34,Web,Carlton,19.0,13279.41,True,3053,VIC,Australia,it,Organic,Active,Mobile,mail.test,3-4,Weekly
CUS00330,2015-11-24,Bronze,Premium,35-44,Web,Brunswick,10.0,4786.25,True,3056,VIC,Australia,ja,Organic,Active,Desktop,example.net,3-4,Quarterly
CUS00331,2014-02-12,Silver,Mainstream,18-24,Mobile,Northcote,18.0,10515.9,False,3070,VIC,Australia,nl,Paid Search,Active,Desktop,example.net,2,Weekly
CUS00332,2016-01-24,Silver,Mainstream,55+,Web,St Kilda,15.0,8121.6,True,3182,VIC,Australia,fr,Organic,Dormant,Desktop,mail.test,2,Weekly
CUS00333,2017-05-10,Silver,Value,55+,Store,Southbank,3.0,822.37,True,3006,VIC,Australia,it,Social,Active,Tablet,inbox.example,3-4,Monthly
CUS00334,2015-02-15,Silver,Small Business,25-34,Mobile,Docklands,21.0,4002.85,True,3008,VIC,Australia,ru,Referral,Active,Tablet,mail.test,5+,Monthly
CUS00335,2015-10-24,Gold,Premium,45-54,Web,Northcote,13.0,7134.87,True,3070,VIC,Australia,it,Social,Active,Tablet,inbox.example,2,Weekly
CUS00336,2014-06-05,Bronze,Value,35-44,Web,Footscray,3.0,477.36,True,3011,VIC,Australia,ru,Store,Active,Mobile,example.net,1,Essential only
CUS00337,2014-03-17,Bronze,Small Business,25-34,Mobile,Brunswick,0.0,327.83,False,3056,VIC,Australia,ru,Referral,Dormant,Desktop,inbox.example,3-4,Weekly
CUS00338,2017-08-25,Silver,Premium,55+,Web,Footscray,18.0,11409.57,True,3011,VIC,Australia,pt,Organic,Active,Mobile,example.net,2,Weekly
CUS00339,2015-07-17,Gold,Premium,55+,Web,Docklands,16.0,8330.81,True,3008,VIC,Australia,it,Paid Search,Dormant,Mobile,mail.test,1,Essential only
CUS00340,2014-08-13,Bronze,Mainstream,45-54,Mobile,Richmond,15.0,3724.76,True,3121,VIC,Australia,de,Social,Active,Desktop,example.net,3-4,Weekly
CUS00341,2017-08-07,Gold,Premium,18-24,Store,Footscray,1.0,1469.87,False,3011,VIC,Australia,it,Store,Dormant,Mobile,inbox.example,1,Monthly
CUS00342,2017-02-09,Silver,Premium,55+,Mobile,Southbank,21.0,15830.7,True,3006,VIC,Australia,pl,Organic,Active,Mobile,example.net,1,Monthly
CUS00343,2016-10-03,Bronze,Value,18-24,Web,Northcote,2.0,510.48,True,3070,VIC,Australia,it,Social,Active,Mobile,example.net,2,Essential only
CUS00344,2013-04-26,Silver,Premium,55+,Store,Northcote,18.0,7363.37,True,3070,VIC,Australia,hi,Referral,Active,Mobile,inbox.example,5+,Monthly
CUS00345,2015-01-12,Silver,Premium,25-34,Mobile,Hawthorn,18.0,9551.76,True,3122,VIC,Australia,es,Organic,Active,Tablet,mail.test,5+,Quarterly
CUS00346,2015-11-10,Gold,Small Business,45-54,Web,Southbank,14.0,7244.73,True,3006,VIC,Australia,en,Social,Active,Desktop,inbox.example,3-4,Weekly
CUS00347,2015-10-21,Bronze,Premium,55+,Store,Docklands,6.0,2392.24,False,3008,VIC,Australia,de,Store,Active,Tablet,inbox.example,2,Essential only
CUS00348,2017-08-22,Platinum,Value,25-34,Store,Richmond,9.0,4882.23,True,3121,VIC,Australia,ru,Store,Active,Desktop,inbox.example,2,Weekly
CUS00349,2015-12-11,Bronze,Small Business,18-24,Store,Footscray,17.0,14197.05,False,3011,VIC,Australia,ar,Organic,Active,Tablet,example.net,1,Monthly
CUS00350,2013-06-03,Silver,Value,25-34,Store,Carlton,20.0,3108.22,True,3053,VIC,Australia,en,Paid Search,Active,Mobile,mail.test,5+,Essential only
CUS00351,2014-08-09,Gold,Small Business,35-44,Mobile,St Kilda,21.0,8311.31,False,3182,VIC,Australia,ja,Store,Active,Desktop,inbox.example,2,Weekly
CUS00352,2013-05-09,Bronze,Small Business,35-44,Mobile,Melbourne,8.0,3739.8,True,3000,VIC,Australia,es,Paid Search,Active,Mobile,inbox.example,1,Essential only
CUS00353,2017-10-04,Platinum,Value,35-44,Store,Southbank,9.0,5618.11,True,3006,VIC,Australia,it,Paid Search,Active,Mobile,example.net,2,Monthly
CUS00354,2014-09-26,Platinum,Mainstream,18-24,Web,Footscray,4.0,4318.53,True,3011,VIC,Australia,pl,Store,Active,Tablet,example.net,5+,Weekly
CUS00355,2014-08-18,Gold,Mainstream,25-34,Store,St Kilda,21.0,13392.67,True,3182,VIC,Australia,ru,Referral,Active,Mobile,example.net,1,Quarterly
CUS00356,2017-09-10,Bronze,Premium,25-34,Store,Hawthorn,10.0,2408.64,False,3122,VIC,Australia,ja,Referral,Active,Mobile,example.net,3-4,Monthly
CUS00357,2013-04-04,Bronze,Value,25-34,Store,Carlton,4.0,3370.24,True,3053,VIC,Australia,zh,Organic,Active,Desktop,example.net,1,Weekly
CUS00358,2016-08-16,Platinum,Premium,18-24,Web,Northcote,16.0,15141.17,True,3070,VIC,Australia,pl,Paid Search,Active,Tablet,example.net,3-4,Monthly
CUS00359,2016-02-13,Silver,Mainstream,55+,Mobile,Carlton,13.0,6359.45,False,3053,VIC,Australia,hi,Referral,Active,Mobile,example.net,2,Weekly
CUS00360,2017-05-14,Bronze,Mainstream,18-24,Mobile,Melbourne,4.0,1051.68,False,3000,VIC,Australia,pl,Organic,Active,Desktop,mail.test,5+,Weekly
CUS00361,2015-06-12,Silver,Mainstream,25-34,Mobile,Docklands,17.0,11026.67,True,3008,VIC,Australia,de,Paid Search,Active,Tablet,example.net,3-4,Weekly
CUS00362,2017-03-13,Bronze,Premium,18-24,Web,St Kilda,17.0,8308.76,True,3182,VIC,Australia,hi,Paid Search,Active,Mobile,inbox.example,1,Weekly
CUS00363,2015-08-21,Bronze,Value,45-54,Web,Hawthorn,19.0,13940.99,True,3122,VIC,Australia,ru,Referral,Active,Desktop,mail.test,3-4,Essential only
CUS00364,2013-10-22,Gold,Value,18-24,Web,Hawthorn,0.0,104.31,True,3122,VIC,Australia,zh,Paid Search,Dormant,Tablet,inbox.example,3-4,Monthly
CUS00365,2013-11-15,Silver,Mainstream,18-24,Mobile,Richmond,18.0,5884.86,True,3121,VIC,Australia,nl,Referral,Active,Tablet,example.net,1,Monthly
CUS00366,2016-11-04,Platinum,Value,35-44,Mobile,Docklands,10.0,3616.96,True,3008,VIC,Australia,es,Organic,Active,Desktop,mail.test,3-4,Weekly
CUS00367,2015-11-16,Bronze,Mainstream,55+,Web,Southbank,16.0,10875.16,True,3006,VIC,Australia,pt,Organic,Active,Mobile,mail.test,3-4,Quarterly
CUS00368,2016-03-12,Bronze,Small Business,25-34,Web,Southbank,6.0,4097.0,True,3006,VIC,Australia,fr,Referral,Active,Desktop,inbox.example,2,Quarterly
CUS00369,2013-04-11,Gold,Mainstream,25-34,Store,Hawthorn,16.0,2935.84,True,3122,VIC,Australia,it,Paid Search,Active,Desktop,inbox.example,5+,Quarterly
CUS00370,2017-05-15,Bronze,Premium,25-34,Store,Hawthorn,18.0,2176.34,True,3122,VIC,Australia,ja,Store,Active,Tablet,mail.test,2,Weekly
CUS00371,2014-09-03,Silver,Mainstream,35-44,Mobile,St Kilda,18.0,1812.79,True,3182,VIC,Australia,es,Social,Active,Desktop,example.net,3-4,Essential only
CUS00372,2017-03-03,Bronze,Premium,45-54,Web,Northcote,21.0,18506.99,True,3070,VIC,Australia,pl,Paid Search,Active,Tablet,inbox.example,3-4,Essential only
CUS00373,2017-02-16,Silver,Premium,55+,Web,Carlton,8.0,7114.52,True,3053,VIC,Australia,fr,Store,Active,Desktop,inbox.example,5+,Monthly
CUS00374,2013-05-06,Bronze,Value,45-54,Web,Carlton,12.0,2483.45,True,3053,VIC,Australia,pt,Organic,Dormant,Mobile,example.net,5+,Monthly
CUS00375,2015-09-06,Bronze,Small Business,45-54,Web,Brunswick,4.0,2766.3,True,3056,VIC,Australia,ar,Paid Search,Active,Desktop,inbox.example,5+,Monthly
CUS00376,2017-06-12,Silver,Small Business,18-24,Mobile,Brunswick,4.0,3615.39,True,3056,VIC,Australia,pl,Social,Dormant,Tablet,example.net,1,Quarterly
CUS00377,2013-02-06,Silver,Mainstream,55+,Mobile,Northcote,3.0,2029.02,False,3070,VIC,Australia,pl,Paid Search,Active,Tablet,inbox.example,1,Quarterly
CUS00378,2014-10-25,Gold,Small Business,35-44,Mobile,Brunswick,21.0,4276.41,False,3056,VIC,Australia,fr,Store,Active,Desktop,example.net,1,Quarterly
CUS00379,2014-06-09,Bronze,Mainstream,45-54,Mobile,Northcote,8.0,7594.44,False,3070,VIC,Australia,hi,Organic,Dormant,Desktop,mail.test,1,Essential only
CUS00380,2013-09-23,Bronze,Premium,45-54,Store,Brunswick,6.0,2864.84,True,3056,VIC,Australia,ru,Referral,Active,Desktop,mail.test,3-4,Quarterly
CUS00381,2014-08-26,Gold,Value,45-54,Mobile,Docklands,17.0,15909.2,True,3008,VIC,Australia,ja,Social,Active,Desktop,inbox.example,5+,Monthly
CUS00382,2016-12-27,Bronze,Small Business,35-44,Web,St Kilda,7.0,6546.76,True,3182,VIC,Australia,en,Referral,Active,Mobile,example.net,3-4,Weekly
CUS00383,2013-02-24,Silver,Premium,55+,Web,Docklands,18.0,3618.16,True,3008,VIC,Australia,ja,Paid Search,Active,Tablet,example.net,3-4,Essential only
CUS00384,2016-11-18,Silver,Premium,35-44,Mobile,St Kilda,1.0,332.77,True,3182,VIC,Australia,ja,Organic,Active,Tablet,inbox.example,1,Weekly
CUS00385,2015-07-03,Silver,Premium,55+,Mobile,Carlton,6.0,5243.76,True,3053,VIC,Australia,nl,Social,Active,Desktop,mail.test,1,Monthly
CUS00386,2017-09-07,Silver,Value,25-34,Mobile,Southbank,6.0,5580.3,False,3006,VIC,Australia,ja,Paid Search,Active,Tablet,inbox.example,2,Weekly
CUS00387,2016-02-14,Bronze,Mainstream,35-44,Mobile,Brunswick,20.0,11816.79,True,3056,VIC,Australia,ar,Store,Active,Desktop,mail.test,2,Quarterly
CUS00388,2017-12-27,Bronze,Value,45-54,Web,Hawthorn,12.0,10924.17,True,3122,VIC,Australia,it,Organic,Active,Desktop,inbox.example,1,Weekly
CUS00389,2014-04-25,Silver,Premium,35-44,Store,St Kilda,10.0,2902.11,False,3182,VIC,Australia,de,Organic,Active,Mobile,mail.test,2,Weekly
CUS00390,2014-06-01,Bronze,Small Business,55+,Mobile,Brunswick,5.0,917.55,True,3056,VIC,Australia,zh,Paid Search,Active,Tablet,mail.test,3-4,Monthly
CUS00391,2015-09-17,Bronze,Value,35-44,Store,Richmond,16.0,8419.61,True,3121,VIC,Australia,ja,Paid Search,Active,Tablet,example.net,5+,Quarterly
CUS00392,2014-10-03,Silver,Small Business,25-34,Web,Northcote,19.0,4056.89,True,3070,VIC,Australia,pl,Social,Active,Tablet,mail.test,1,Monthly
CUS00393,2013-07-22,Silver,Small Business,45-54,Mobile,Melbourne,5.0,3686.01,False,3000,VIC,Australia,hi,Store,Active,Tablet,inbox.example,2,Weekly
CUS00394,2015-05-13,Silver,Mainstream,45-54,Web,Southbank,14.0,6539.97,True,3006,VIC,Australia,de,Referral,Active,Tablet,example.net,5+,Quarterly
CUS00395,2017-05-25,Platinum,Value,45-54,Web,Melbourne,4.0,3771.58,True,3000,VIC,Australia,ar,Referral,Dormant,Tablet,inbox.example,5+,Weekly
CUS00396,2016-09-10,Bronze,Value,45-54,Web,Footscray,12.0,3061.15,False,3011,VIC,Australia,nl,Store,Active,Tablet,example.net,3-4,Weekly
CUS00397,2013-10-24,Platinum,Small Business,45-54,Store,Northcote,20.0,16276.6,True,3070,VIC,Australia,hi,Organic,Active,Desktop,mail.test,1,Essential only
CUS00398,2014-06-22,Bronze,Small Business,55+,Store,St Kilda,1.0,940.78,True,3182,VIC,Australia,fr,Store,Active,Mobile,inbox.example,5+,Monthly
CUS00399,2013-01-22,Gold,Value,45-54,Mobile,Southbank,14.0,10098.62,True,3006,VIC,Australia,pt,Referral,Active,Desktop,inbox.example,5+,Weekly
CUS00400,2014-04-27,Bronze,Small Business,25-34,Mobile,Brunswick,4.0,1137.82,False,3056,VIC,Australia,pt,Organic,Active,Mobile,example.net,2,Weekly
CUS00401,2016-01-27,Bronze,Value,45-54,Store,Brunswick,20.0,1819.89,False,3056,VIC,Australia,nl,Social,Active,Desktop,example.net,5+,Monthly
CUS00402,2014-05-24,Silver,Mainstream,45-54,Mobile,Richmond,2.0,1198.94,True,3121,VIC,Australia,pt,Referral,Active,Mobile,inbox.example,2,Monthly
CUS00403,2013-09-17,Bronze,Value,25-34,Mobile,Melbourne,10.0,4690.28,True,3000,VIC,Australia,fr,Referral,Active,Tablet,mail.test,3-4,Essential only
CUS00404,2013-06-13,Silver,Value,18-24,Store,Footscray,6.0,3530.46,True,3011,VIC,Australia,pl,Referral,Active,Desktop,inbox.example,3-4,Essential only
CUS00405,2016-05-23,Bronze,Mainstream,18-24,Mobile,Southbank,5.0,4215.89,False,3006,VIC,Australia,ru,Organic,Active,Mobile,mail.test,5+,Monthly
CUS00406,2014-04-05,Bronze,Small Business,35-44,Web,Melbourne,20.0,10452.95,True,3000,VIC,Australia,nl,Social,Active,Tablet,inbox.example,5+,Monthly
CUS00407,2013-01-24,Platinum,Premium,45-54,Store,Docklands,7.0,5322.86,True,3008,VIC,Australia,hi,Store,Active,Desktop,example.net,5+,Monthly
CUS00408,2013-03-23,Silver,Premium,18-24,Web,Footscray,11.0,8816.57,True,3011,VIC,Australia,ja,Referral,Active,Desktop,inbox.example,3-4,Essential only
CUS00409,2013-09-04,Bronze,Small Business,18-24,Mobile,Melbourne,3.0,3558.21,False,3000,VIC,Australia,es,Organic,Active,Desktop,inbox.example,1,Weekly
CUS00410,2017-07-23,Bronze,Value,55+,Web,Hawthorn,4.0,3776.44,True,3122,VIC,Australia,pt,Social,Active,Tablet,example.net,1,Quarterly
CUS00411,2014-01-10,Bronze,Small Business,35-44,Mobile,Docklands,3.0,1050.6,True,3008,VIC,Australia,zh,Referral,Active,Mobile,inbox.example,1,Essential only
CUS00412,2016-01-23,Platinum,Mainstream,35-44,Web,Hawthorn,4.0,3301.83,True,3122,VIC,Australia,en,Store,Active,Tablet,example.net,2,Essential only
CUS00413,2017-08-14,Gold,Premium,25-34,Mobile,Melbourne,13.0,12319.33,True,3000,VIC,Australia,es,Paid Search,Active,Desktop,mail.test,2,Weekly
CUS00414,2017-05-13,Platinum,Small Business,55+,Web,Richmond,14.0,2125.7,True,3121,VIC,Australia,ar,Paid Search,Active,Desktop,mail.test,2,Weekly
CUS00415,2015-04-07,Gold,Premium,55+,Mobile,Hawthorn,18.0,10223.22,True,3122,VIC,Australia,de,Paid Search,Active,Desktop,mail.test,2,Monthly
CUS00416,2017-08-21,Bronze,Mainstream,25-34,Store,St Kilda,12.0,2847.11,False,3182,VIC,Australia,ru,Organic,Active,Mobile,inbox.example,1,Monthly
CUS00417,2016-09-07,Platinum,Premium,55+,Mobile,St Kilda,8.0,3213.29,True,3182,VIC,Australia,zh,Social,Active,Desktop,example.net,5+,Monthly
CUS00418,2016-03-20,Bronze,Value,55+,Mobile,Melbourne,10.0,1624.03,False,3000,VIC,Australia,fr,Store,Active,Desktop,mail.test,5+,Monthly
CUS00419,2017-07-01,Silver,Mainstream,55+,Web,Footscray,16.0,1466.94,True,3011,VIC,Australia,de,Organic,Active,Mobile,example.net,1,Weekly
CUS00420,2013-08-26,Gold,Mainstream,35-44,Mobile,Footscray,4.0,2721.02,False,3011,VIC,Australia,nl,Social,Active,Mobile,example.net,3-4,Weekly
CUS00421,2016-11-19,Silver,Small Business,18-24,Store,Southbank,18.0,7838.11,True,3006,VIC,Australia,pl,Paid Search,Dormant,Desktop,example.net,3-4,Essential only
CUS00422,2015-12-13,Bronze,Mainstream,35-44,Mobile,St Kilda,12.0,5997.79,True,3182,VIC,Australia,ru,Paid Search,Active,Mobile,inbox.example,5+,Monthly
CUS00423,2013-06-05,Bronze,Mainstream,18-24,Store,Hawthorn,14.0,8452.13,True,3122,VIC,Australia,en,Organic,Active,Tablet,inbox.example,1,Monthly
CUS00424,2013-04-13,Silver,Premium,45-54,Store,Hawthorn,11.0,1058.93,False,3122,VIC,Australia,ja,Organic,Active,Mobile,example.net,5+,Monthly
CUS00425,2015-08-03,Silver,Value,35-44,Store,Footscray,11.0,3482.85,True,3011,VIC,Australia,en,Referral,Active,Mobile,inbox.example,3-4,Weekly
CUS00426,2015-02-13,Bronze,Small Business,18-24,Web,Docklands,8.0,3148.78,False,3008,VIC,Australia,nl,Store,Active,Desktop,example.net,2,Monthly
CUS00427,2017-10-08,Silver,Value,18-24,Web,Northcote,12.0,4242.72,True,3070,VIC,Australia,ru,Store,Active,Mobile,mail.test,2,Quarterly
CUS00428,2015-11-13,Bronze,Small Business,25-34,Store,Footscray,8.0,2810.11,False,3011,VIC,Australia,it,Organic,Active,Mobile,inbox.example,2,Essential only
CUS00429,2016-09-21,Silver,Value,18-24,Store,Carlton,14.0,8948.92,False,3053,VIC,Australia,de,Referral,Active,Desktop,example.net,3-4,Monthly
CUS00430,2013-05-23,Gold,Premium,18-24,Mobile,Melbourne,19.0,17613.18,True,3000,VIC,Australia,en,Store,Active,Desktop,mail.test,5+,Weekly
CUS00431,2016-04-13,Silver,Mainstream,25-34,Mobile,Docklands,15.0,10726.59,True,3008,VIC,Australia,ru,Referral,Active,Desktop,inbox.example,1,Monthly
CUS00432,2014-09-04,Silver,Mainstream,35-44,Store,Southbank,11.0,6341.73,True,3006,VIC,Australia,hi,Social,Active,Mobile,example.net,1,Quarterly
CUS00433,2015-04-08,Gold,Premium,18-24,Mobile,St Kilda,11.0,2001.66,True,3182,VIC,Australia,fr,Social,Active,Tablet,inbox.example,2,Monthly
CUS00434,2013-06-11,Gold,Value,35-44,Web,Richmond,9.0,1991.4,True,3121,VIC,Australia,pt,Referral,Dormant,Tablet,inbox.example,3-4,Monthly
CUS00435,2016-01-26,Silver,Mainstream,18-24,Web,Docklands,8.0,7443.78,True,3008,VIC,Australia,it,Organic,Active,Desktop,mail.test,2,Weekly
CUS00436,2013-10-13,Bronze,Small Business,18-24,Store,Brunswick,0.0,257.59,False,3056,VIC,Australia,en,Social,Active,Mobile,inbox.example,2,Essential only
CUS00437,2013-08-10,Bronze,Mainstream,35-44,Web,Carlton,2.0,544.52,True,3053,VIC,Australia,en,Organic,Active,Mobile,example.net,2,Weekly
CUS00438,2016-03-14,Gold,Mainstream,45-54,Store,Hawthorn,15.0,8922.46,True,3122,VIC,Australia,ar,Social,Active,Tablet,inbox.example,3-4,Essential only
CUS00439,2014-10-15,Silver,Value,55+,Web,Footscray,2.0,2515.49,False,3011,VIC,Australia,it,Referral,Active,Desktop,inbox.example,2,Monthly
CUS00440,2017-04-10,Silver,Small Business,18-24,Mobile,Brunswick,6.0,2622.88,True,3056,VIC,Australia,hi,Social,Active,Desktop,inbox.example,5+,Monthly
CUS00441,2016-08-23,Silver,Premium,25-34,Web,St Kilda,7.0,1293.77,False,3182,VIC,Australia,es,Store,Active,Desktop,inbox.example,2,Quarterly
CUS00442,2017-09-27,Gold,Premium,35-44,Mobile,Carlton,13.0,7420.34,True,3053,VIC,Australia,es,Referral,Dormant,Mobile,mail.test,1,Monthly
CUS00443,2013-05-01,Silver,Mainstream,55+,Mobile,Footscray,7.0,6986.78,True,3011,VIC,Australia,ja,Referral,Active,Desktop,mail.test,1,Monthly
CUS00444,2014-04-12,Bronze,Premium,55+,Mobile,Richmond,1.0,1223.15,True,3121,VIC,Australia,zh,Referral,Active,Tablet,example.net,2,Monthly
CUS00445,2017-03-18,Bronze,Premium,45-54,Web,Melbourne,2.0,626.23,False,3000,VIC,Australia,nl,Paid Search,Active,Mobile,mail.test,5+,Weekly
CUS00446,2016-09-25,Silver,Small Business,18-24,Mobile,Northcote,18.0,11274.78,True,3070,VIC,Australia,ja,Organic,Active,Mobile,example.net,2,Monthly
CUS00447,2013-10-01,Silver,Mainstream,45-54,Web,Hawthorn,12.0,1885.02,True,3122,VIC,Australia,ja,Social,Active,Tablet,inbox.example,5+,Quarterly
CUS00448,2015-10-14,Bronze,Small Business,35-44,Web,Brunswick,5.0,1152.8,True,3056,VIC,Australia,it,Social,Active,Tablet,example.net,5+,Quarterly
CUS00449,2013-11-13,Silver,Value,35-44,Mobile,Footscray,6.0,5119.55,True,3011,VIC,Australia,it,Store,Active,Mobile,example.net,3-4,Quarterly
CUS00450,2014-10-26,Silver,Small Business,35-44,Store,Brunswick,9.0,3167.0,True,3056,VIC,Australia,ar,Store,Active,Mobile,mail.test,3-4,Quarterly
CUS00451,2016-05-10,Bronze,Mainstream,18-24,Store,Melbourne,20.0,2912.91,True,3000,VIC,Australia,hi,Referral,Active,Desktop,inbox.example,1,Monthly
CUS00452,2017-01-26,Platinum,Premium,25-34,Mobile,Docklands,12.0,1741.14,True,3008,VIC,Australia,ru,Store,Active,Tablet,mail.test,1,Essential only
CUS00453,2016-04-17,Bronze,Value,35-44,Store,Brunswick,0.0,427.33,False,3056,VIC,Australia,zh,Social,Dormant,Mobile,mail.test,2,Weekly
CUS00454,2015-09-18,Gold,Premium,45-54,Mobile,Richmond,10.0,7372.21,True,3121,VIC,Australia,ru,Store,Active,Tablet,mail.test,1,Monthly
CUS00455,2014-04-16,Bronze,Mainstream,25-34,Web,Northcote,19.0,5784.01,False,3070,VIC,Australia,es,Paid Search,Active,Tablet,inbox.example,3-4,Weekly
CUS00456,2014-02-09,Bronze,Value,18-24,Web,Southbank,11.0,2493.23,True,3006,VIC,Australia,es,Store,Active,Tablet,inbox.example,3-4,Weekly
CUS00457,2017-08-11,Bronze,Mainstream,25-34,Store,Northcote,6.0,4331.41,True,3070,VIC,Australia,en,Referral,Active,Mobile,inbox.example,5+,Quarterly
CUS00458,2013-09-15,Bronze,Mainstream,35-44,Web,Brunswick,4.0,2599.2,True,3056,VIC,Australia,pl,Referral,Active,Mobile,mail.test,1,Quarterly
CUS00459,2014-02-07,Gold,Premium,55+,Mobile,Melbourne,1.0,447.55,True,3000,VIC,Australia,pl,Paid Search,Active,Desktop,inbox.example,3-4,Monthly
CUS00460,2015-12-16,Gold,Small Business,35-44,Web,Carlton,7.0,2199.27,False,3053,VIC,Australia,it,Referral,Active,Mobile,inbox.example,3-4,Quarterly
CUS00461,2014-08-08,Silver,Value,45-54,Web,Northcote,3.0,2649.51,False,3070,VIC,Australia,nl,Organic,Active,Desktop,inbox.example,5+,Monthly
CUS00462,2016-08-25,Bronze,Premium,25-34,Web,St Kilda,14.0,6194.8,False,3182,VIC,Australia,de,Referral,Active,Mobile,example.net,2,Quarterly
CUS00463,2013-02-09,Bronze,Mainstream,18-24,Mobile,Footscray,2.0,1710.91,True,3011,VIC,Australia,hi,Store,Active,Desktop,example.net,1,Quarterly
CUS00464,2017-03-16,Gold,Premium,55+,Store,Richmond,4.0,4422.85,True,3121,VIC,Australia,hi,Organic,Active,Desktop,mail.test,3-4,Monthly
CUS00465,2015-07-19,Bronze,Value,18-24,Store,Docklands,7.0,1743.1,False,3008,VIC,Australia,de,Social,Active,Desktop,mail.test,1,Weekly
CUS00466,2015-07-11,Bronze,Small Business,18-24,Web,Melbourne,15.0,13149.29,True,3000,VIC,Australia,ru,Store,Active,Mobile,example.net,2,Quarterly
CUS00467,2016-04-18,Gold,Premium,25-34,Web,Southbank,20.0,12459.4,False,3006,VIC,Australia,fr,Referral,Active,Tablet,example.net,5+,Monthly
CUS00468,2016-12-24,Silver,Value,18-24,Store,Footscray,8.0,3933.63,True,3011,VIC,Australia,ru,Store,Active,Desktop,inbox.example,5+,Quarterly
CUS00469,2017-06-06,Bronze,Premium,18-24,Mobile,Northcote,13.0,9649.39,True,3070,VIC,Australia,pl,Organic,Active,Tablet,inbox.example,1,Quarterly
CUS00470,2013-10-15,Silver,Mainstream,35-44,Mobile,Hawthorn,7.0,1153.72,False,3122,VIC,Australia,zh,Social,Dormant,Tablet,mail.test,1,Monthly
CUS00471,2015-10-15,Bronze,Small Business,25-34,Store,Richmond,17.0,7471.36,False,3121,VIC,Australia,hi,Organic,Active,Desktop,mail.test,5+,Weekly
CUS00472,2015-09-22,Bronze,Small Business,55+,Mobile,Footscray,3.0,1057.89,True,3011,VIC,Australia,ar,Store,Active,Desktop,mail.test,2,Monthly
CUS00473,2014-02-05,Silver,Small Business,45-54,Mobile,Southbank,10.0,5666.2,True,3006,VIC,Australia,fr,Store,Active,Tablet,inbox.example,3-4,Quarterly
CUS00474,2016-09-04,Bronze,Value,45-54,Web,Southbank,0.0,568.39,True,3006,VIC,Australia,es,Social,Active,Desktop,mail.test,3-4,Essential only
CUS00475,2014-04-04,Silver,Premium,25-34,Web,Brunswick,19.0,7269.42,True,3056,VIC,Australia,hi,Store,Active,Mobile,inbox.example,1,Monthly
CUS00476,2015-10-05,Silver,Mainstream,35-44,Mobile,Hawthorn,1.0,953.76,True,3122,VIC,Australia,zh,Referral,Active,Tablet,example.net,3-4,Quarterly
CUS00477,2013-06-03,Gold,Value,45-54,Web,Hawthorn,7.0,5638.14,True,3122,VIC,Australia,ru,Paid Search,Active,Desktop,mail.test,2,Weekly
CUS00478,2014-10-17,Silver,Value,45-54,Web,Northcote,12.0,9957.33,True,3070,VIC,Australia,hi,Paid Search,Active,Desktop,example.net,5+,Quarterly
CUS00479,2016-01-22,Gold,Premium,55+,Store,Footscray,19.0,15881.27,True,3011,VIC,Australia,ja,Organic,Active,Desktop,example.net,5+,Monthly
CUS00480,2017-04-18,Bronze,Small Business,55+,Mobile,Carlton,15.0,5635.08,False,3053,VIC,Australia,ja,Referral,Active,Tablet,example.net,2,Weekly
CUS00481,2016-05-10,Bronze,Small Business,35-44,Mobile,Hawthorn,13.0,11251.34,True,3122,VIC,Australia,ru,Organic,Active,Desktop,inbox.example,2,Quarterly
CUS00482,2015-10-08,Silver,Premium,35-44,Store,Melbourne,1.0,1556.85,True,3000,VIC,Australia,pl,Paid Search,Active,Tablet,inbox.example,5+,Weekly
CUS00483,2015-03-06,Bronze,Value,18-24,Mobile,Carlton,17.0,5462.92,False,3053,VIC,Australia,pt,Social,Active,Mobile,example.net,5+,Weekly
CUS00484,2015-03-27,Silver,Value,25-34,Web,Northcote,14.0,4149.9,True,3070,VIC,Australia,ar,Organic,Active,Desktop,example.net,2,Weekly
CUS00485,2016-02-14,Gold,Small Business,18-24,Web,Docklands,2.0,1018.3,True,3008,VIC,Australia,pt,Organic,Review,Tablet,inbox.example,3-4,Weekly
CUS00486,2015-05-22,Silver,Small Business,55+,Store,Brunswick,17.0,15236.73,False,3056,VIC,Australia,nl,Social,Active,Mobile,mail.test,2,Monthly
CUS00487,2013-11-21,Platinum,Value,55+,Store,Docklands,6.0,3016.72,False,3008,VIC,Australia,es,Organic,Dormant,Mobile,inbox.example,5+,Weekly
CUS00488,2014-05-09,Bronze,Mainstream,25-34,Mobile,Hawthorn,6.0,4597.22,True,3122,VIC,Australia,zh,Social,Dormant,Tablet,inbox.example,3-4,Weekly
